2ndFlrSF,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,GarageArea,TotalBsmtSF,YearBuilt
691.0,Unf,0,482,672,482,1905
0.0,GLQ,1070,286,648,1356,2006
1349.0,Unf,0,1094,642,1094,2005
0.0,BLQ,353,60,572,747,1948
574.0,Unf,0,939,180,939,1920
768.0,Rec,180,676,240,1208,1950
448.0,BLQ,264,712,216,976,1925
208.0,Unf,0,862,208,862,1929
729.0,GLQ,759,80,398,839,2004
,Unf,0,1286,662,1286,2006
0.0,GLQ,929,556,754,1485,2007
,Unf,0,672,936,672,1915
0.0,GLQ,1373,221,482,1594,2004
0.0,GLQ,656,112,396,768,1972
0.0,,625,208,0,833,1985
622.0,,0,622,528,622,1910
857.0,Unf,0,791,542,791,1986
896.0,GLQ,666,278,622,944,2001
,BLQ,120,736,271,856,1950
0.0,None,0,0,420,0,1949
0.0,GLQ,976,868,620,1844,2005
795.0,Unf,0,833,370,833,1923
0.0,,988,398,660,1386,2007
1044.0,Unf,0,777,560,777,1885
1140.0,GLQ,781,503,1069,1284,1998
0.0,BLQ,25,247,336,1144,1963
0.0,Rec,1110,734,540,1844,1969
708.0,ALQ,404,304,776,708,1968
0.0,ALQ,360,709,440,1069,1977
0.0,GLQ,686,162,420,848,2003
626.0,,0,697,432,697,1966
0.0,ALQ,457,193,484,1024,1958
0.0,Unf,0,1252,528,1252,1959
904.0,GLQ,1000,223,525,1223,1994
,BLQ,580,333,288,913,1945
0.0,BLQ,510,278,240,788,1940
0.0,BLQ,678,762,467,1440,1981
1104.0,Unf,0,732,372,732,2005
0.0,LwQ,958,0,440,958,1976
0.0,Unf,0,656,216,656,1927
830.0,Unf,0,936,451,936,2000
0.0,ALQ,936,190,484,1126,1977
0.0,,0,1319,462,1319,1962
0.0,ALQ,616,248,528,864,1971
0.0,GLQ,1336,596,774,1932,2008
0.0,GLQ,600,312,923,912,1957
685.0,GLQ,315,114,550,539,1979
748.0,Unf,0,588,672,588,1922
0.0,GLQ,697,151,420,848,2004
981.0,GLQ,765,252,812,1017,2008
0.0,Unf,0,952,192,952,1916
0.0,Unf,0,1422,626,1422,2004
0.0,LwQ,187,0,240,814,1966
0.0,,593,595,312,1188,1962
870.0,GLQ,1079,141,556,1220,1995
550.0,Unf,0,560,384,560,1910
0.0,GLQ,553,77,0,630,1970
896.0,Unf,0,896,0,896,1974
0.0,Unf,0,1573,840,1573,2008
0.0,GLQ,547,0,525,547,2005
0.0,Unf,0,1140,0,1140,2006
0.0,GLQ,410,811,400,1221,2004
694.0,Unf,0,953,460,953,1999
0.0,ALQ,790,589,500,1542,1978
1152.0,GLQ,275,877,252,1152,1941
0.0,,49,0,240,1078,1950
0.0,BLQ,830,136,276,1256,1965
